lemma,definition,len_tokens,mean_log_freq,median_log_freq,miss_rate
pass,go across or through,1,-2.3945654737953155,-2.3945654737953155,0.0
message,a communication (usually brief) that is written or spoken or signaled,6,-4.409103165657945,-4.439047858091648,0.0
evening,the latter part of the day (the period of decreasing daylight from late afternoon until nightfall),9,-4.52905200374121,-4.510890516685392,0.0
card,one of a set of small pieces of stiff paper marked in various ways and used for playing games or for telling fortunes,13,-3.8177956176489363,-3.789921794482901,0.0
letter,a written message addressed to a person or organization,5,-4.066102529165702,-3.923094925712321,0.0
act,a legal document codifying the result of deliberations of a committee or society or legislative body,9,-4.79824568009203,-4.542533233254334,0.11111111111111116
fault,a wrong action attributable to bad judgment or ignorance or inattention,7,-4.1315090105428265,-4.115075052526635,0.2857142857142857
charge,an impetuous rush toward someone or something,4,-4.173640017795115,-3.864824453437047,0.0
security,the state of being free from danger or injury,4,-4.088556781676836,-4.001937998199214,0.0
frank,characterized by directness in manner or speech; without subtlety or evasion,6,-5.454365299857631,-5.896133823739729,0.16666666666666663
mile,"a unit of length equal to 1,760 yards or 5,280 feet; exactly 1609.344 meters",7,-4.3191168826661155,-4.4091400583310945,0.0
given,acknowledged as a supposition,2,-5.183671753514298,-5.183671753514298,0.5
looked,perceive with attention; direct one's gaze towards,5,-4.811890439590201,-4.5814569340796005,0.0
bill,a statute in draft before it becomes law,4,-4.57188681255208,-4.4483077286541315,0.0
wall,an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure,12,-4.787348054026984,-4.818854380738237,0.08333333333333337
seeing,perception by means of the eyes,3,-3.9047578280997968,-3.4238069529643127,0.0
calm,not agitated; without losing self-possession,3,-3.778420653760323,-3.778420653760323,0.6666666666666667
learn,gain knowledge or skills,3,-4.56826586598032,-4.509867041391834,0.0
worth,worthy of being treated in a particular way; ;  (often used ironically),7,-4.259099357000363,-4.238712196006748,0.0
none,not at all or in no way,1,-2.831393652724325,-2.831393652724325,0.0
ride,"sit and travel on the back of animal, usually while controlling its motions",7,-3.890997573270994,-4.00767715274853,0.0
blow,a powerful stroke with the fist or a weapon,4,-4.469753611681125,-4.5616319230257325,0.0
buddy,a close friend who accompanies his buddies in their activities,5,-3.802354932682288,-3.748478865002367,0.19999999999999996
seven,being one more than six,0,,,1.0
loved,have a great affection or liking for,3,-3.513941217623158,-3.11757366762991,0.0
drug,a substance that is used as a medicine or narcotic,4,-4.54459307647636,-4.755825045588755,0.0
pain,a symptom of some physical hurt or disorder,4,-4.514817320284093,-4.719136954970496,0.0
explain,make plain and comprehensible,3,-3.7305874478935204,-3.7305874478935204,0.33333333333333337
brain,that part of the central nervous system that includes all the higher nervous centers; enclosed within the skull; continuous with the spinal cord,13,-4.513345051956783,-4.433168481855342,0.07692307692307687
mouth,the opening through which food is taken in and vocalizations emerge,5,-3.8531789241533434,-3.594458976465503,0.19999999999999996
leg,a human limb; commonly used to refer to a whole limb but technically only the part of the limb between the knee and ankle,12,-4.5362035700167604,-4.864965926834193,0.0
wonder,have a wish or desire to know something,4,-3.2928438406244123,-3.2288424133918214,0.0
turned,moved around an axis or center,3,-4.435627670406356,-4.324123854412429,0.0
test,"put to the test, as for its quality, or give experimental use to",6,-3.9023939123460747,-3.6986029604492803,0.0
changed,made or become different in nature or form,5,-3.743330114111359,-3.808478267411871,0.0
happening,an event that happens,2,-4.070147095804665,-4.070147095804665,0.0
quick,accomplished rapidly and without delay,3,-5.0743416946436275,-5.179762000940976,0.0
kidding,tell false information to for fun,4,-3.754981483338588,-3.8250994460782555,0.0
absolutely,completely and without qualification; used informally as intensifiers,5,-4.354708616000909,-4.028642632777496,0.4
train,public transport provided by a line of railway cars coupled together and drawn by a locomotive,10,-4.303605777063406,-4.232211227265396,0.0
kiss,"touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc.",11,-4.216003062772204,-4.069249899317076,0.09090909090909094
wonderful,extraordinarily good or great ; used especially as intensifiers,6,-3.815760077314971,-3.4518834388451305,0.16666666666666663
giving,the act of giving,2,-3.4251539957566166,-3.4251539957566166,0.0
cell,any small compartment,2,-4.525747316446884,-4.525747316446884,0.0
bastard,insulting terms of address for people who are stupid or irritating or ridiculous,7,-4.318986848108609,-4.278896454562161,0.0
mad,roused to anger; - Mark Twain,4,-5.1272584239462775,-5.236258963966819,0.0
box,a (usually rectangular) container; may have a lid,4,-4.849318019960574,-5.115260777136682,0.25
strong,having strength or power greater than average or expected,5,-3.9755666451353546,-4.016862249596996,0.0
michael,(Old Testament) the guardian archangel of the Jews,5,-4.796014966905021,-4.837405818058618,0.0
chief,most important element,2,-4.203698321086435,-4.203698321086435,0.0
ma'am,a woman of refinement,2,-3.1970739652929634,-3.1970739652929634,0.5
mark,attach a tag or label to,3,-5.110085491665161,-4.987782258448797,0.0
age,how long something has existed,3,-3.4692709847073253,-3.1557252842055714,0.0
weird,suggesting the operation of supernatural influences; ; ; - John Galsworthy; ; - Henry Kingsley,8,-4.623873723795453,-4.387545618293305,0.125
blue,of the color intermediate between green and violet; having a color similar to that of a clear unclouded sky; - Helen Hunt Jackson,12,-4.3834958060434746,-4.371736398648161,0.16666666666666663
dark,devoid of or deficient in light or brightness; shadowed or black,6,-4.7771102425002026,-4.42879480785307,0.16666666666666663
needed,necessary for relief or supply,3,-4.528293376170968,-4.443056336373515,0.0
smell,inhale the odor of; perceive by the olfactory sense,5,-5.238410586308353,-5.65599556995533,0.19999999999999996
early,at or near the beginning of a period of time or course of events or before the usual or expected time,8,-3.740430315182201,-4.053835972239536,0.0
crime,(criminal law) an act punishable by law; usually considered an evil act,9,-4.246580074248265,-4.126059039069836,0.0
missing,not able to be found,2,-3.289630093179423,-3.289630093179423,0.0
wear,be dressed in,1,-4.0867063913546255,-4.0867063913546255,0.0
service,work done by one person or group that benefits another,5,-3.440986012308488,-3.5900404074690657,0.0
station,a facility equipped with special equipment and personnel for a particular purpose,7,-4.464042292103955,-4.569550964689539,0.1428571428571429
floor,"the inside lower horizontal surface (as of a room, hallway, tent, or other structure)",7,-4.649087484380049,-4.818854380738237,0.0
army,a permanent organization of the military land forces of a nation or state,7,-4.278846661985525,-4.262592656435977,0.0
ground,the solid part of the earth's surface,4,-4.146314557569454,-4.20085318989495,0.0
george,Christian martyr; patron saint of England; hero of the legend of Saint George and the Dragon in which he slew a dragon and saved a princess (?-303),14,-4.592978238431468,-4.480688395862515,0.0
thousand,the cardinal number that is the product of 10 and 100,3,-4.4059393118791235,-4.6188280037998375,0.0
court,an assembly (including one or more judges) to conduct judicial business,6,-4.760187555366845,-4.966669383780161,0.0
boat,a small vessel for travel on water,4,-4.1135012520754355,-4.062727730404904,0.0
darling,a special loved one,2,-3.37568855424305,-3.37568855424305,0.0
round,having a circular shape,2,-5.108630149588718,-5.108630149588718,0.0
information,a message received and understood,3,-4.30911271465072,-4.373168758349739,0.0
cover,provide with a covering or cause to be covered,4,-4.160283048663686,-4.001959806111387,0.0
screaming,sharp piercing cry,3,-4.6699033369467084,-4.584902526549893,0.0
sell,exchange or deliver for money or its equivalent,4,-4.443393216538521,-4.540072360356831,0.0
yesterday,the day immediately before today,3,-3.4930013229072077,-3.332566756188097,0.0
finish,come or bring to a finish or an end,4,-3.3400380781653,-3.4474375554940258,0.0
protect,"shield from danger, injury, destruction, or damage",5,-4.541657350792264,-4.631362551559295,0.0
fly,travel through the air; be airborne,3,-4.490152708926999,-4.287611808428143,0.0
watching,the act of observing; taking a patient look,5,-3.6747444218257748,-3.925728437342285,0.0
fear,an emotion experienced in anticipation of some specific pain or danger (usually accompanied by a desire to flee or fight),11,-4.542826361946347,-4.475505820820882,0.0
meant,mean or intend to express or convey,4,-4.4431144793352315,-4.695750053086342,0.0
tv,broadcasting visual images of stationary or moving objects; ;  - Ernie Kovacs,8,-4.930050229800069,-4.933972039844991,0.0
kept,"keep in a certain state, position, or activity; e.g.,",5,-3.917374114936824,-4.03676026197865,0.0
tree,a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms,14,-4.807115286390282,-4.675601711092011,0.2142857142857143
count,determine the number or amount of,3,-4.3201176629327875,-4.44445717146412,0.0
bar,a room or establishment where alcoholic drinks are served over a counter,6,-4.421875397085926,-4.5735942155721245,0.0
bank,sloping land (especially the slope beside a body of water),6,-4.412361392073404,-4.0417602204839875,0.0
eight,being one more than seven,0,,,1.0
table,a set of data arranged in rows and columns,5,-4.34241562176106,-4.491587685189183,0.19999999999999996
stick,an implement consisting of a length of wood,4,-5.283743128254094,-5.382516077517872,0.0
suppose,express a supposition,2,-4.730769035805212,-4.730769035805212,0.5
wedding,the social event at which the ceremony of marriage is performed,5,-4.463235773645486,-4.451539704239543,0.0
worried,afflicted with or marked by anxious uneasiness or trouble or grief,6,-4.353398712972174,-4.403273713450981,0.33333333333333337
amazing,surprising greatly,2,-4.663916153142612,-4.663916153142612,0.0
handle,"be in charge of, act on, or dispose of",3,-4.4435288105362005,-3.9259817471057885,0.0
present,temporal sense; intermediate between past and future; now existing or happening or in consideration,7,-4.409590409208411,-4.162336837060979,0.1428571428571429
caught,"discover or come upon accidentally, suddenly, or unexpectedly; catch somebody doing something or in a certain state",10,-4.04620100097322,-3.9709589377533767,0.0
glass,a brittle transparent solid with irregular atomic structure,6,-5.322423977013094,-5.451682072465003,0.0
soul,the immaterial part of a person; the actuating cause of an individual life,7,-4.161467423995261,-3.8046159323486775,0.1428571428571429
tired,depleted of strength or energy,3,-4.829181735795412,-4.308333814877906,0.0
camera,equipment for taking photographs (usually consisting of a lightproof box with a lens at one end and light-sensitive film at the other),11,-4.322619723654126,-4.212411506086151,0.18181818181818177
mike,device for converting sound waves into electrical energy,6,-4.500162738573509,-4.429107069803611,0.0
busy,actively or fully engaged or occupied,4,-5.228212652124575,-5.254796049526034,0.0
fool,a person who lacks good judgment,4,-3.8610136592243114,-4.110941768450206,0.0
york,the English royal house (a branch of the Plantagenet line) that reigned from 1461 to 1485; its emblem was a white rose,10,-4.402725202715306,-4.415013693071141,0.09999999999999998
window,a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air,12,-4.369069862521237,-4.23108712740577,0.08333333333333337
radio,medium for communication,2,-4.572857235184051,-4.572857235184051,0.0
hundred,being ten more than ninety,2,-4.545942036208781,-4.545942036208781,0.0
hotel,a building where travelers can pay for lodging and meals and other services,6,-4.44179474910045,-4.334794263441017,0.0
birthday,an anniversary of the day on which a person was born (or the celebration of it),5,-4.076900322729209,-4.093576924335834,0.0
situation,the general state of things; the combination of circumstances at a given time; ; ; - Franklin D.Roosevelt,8,-3.804975921677083,-3.842815337391201,0.0
goodbye,a farewell remark,2,-5.061385813988553,-5.061385813988553,0.0
machine,any mechanical or electrical device that transmits or modifies energy to perform or assist in the performance of human tasks,11,-4.627400502769107,-4.617387378145362,0.18181818181818177
short,primarily temporal sense; indicating or being or seeming to be limited in duration,7,-4.937306657957714,-5.078617395047605,0.0
animal,a living organism characterized by voluntary movement,5,-5.049638855575823,-5.303609331767981,0.0
born,brought into existence,2,-4.2618903999675615,-4.2618903999675615,0.0
christmas,period extending from Dec. 24 to Jan. 6,2,-4.847096704514346,-4.847096704514346,0.0
lying,the deliberate act of deviating from the truth,4,-4.826559746293545,-4.741749972684193,0.0
victim,an unfortunate person who suffers from some adverse circumstance,5,-4.920609878196405,-4.89298441722739,0.0
honor,bestow honor or rewards upon,3,-4.841853154176625,-4.654552889116914,0.0
evidence,your basis for belief or disbelief; knowledge on which to base belief,6,-4.805731560074312,-4.486529457877442,0.0
david,patron saint of Wales (circa 520-600),4,-5.102198386023994,-5.306292751884889,0.25
idiot,a person of subnormal intelligence,3,-4.060129047779603,-4.060129047779603,0.33333333333333337
except,take exception to,2,-3.840628492086702,-3.840628492086702,0.0
bird,warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings,8,-5.349877096489127,-5.39463546423152,0.5
strange,being definitely out of the ordinary and unexpected; slightly odd or even a bit weird,8,-4.298392021748182,-4.431592136741339,0.0
imagine,form a mental image of something that is not present or that is not the case,6,-3.92947705587646,-4.081397281894519,0.0
tom,(ethnic slur) offensive and derogatory name for a Black man who is abjectly servile and deferential to Whites,11,-4.0385652425396605,-3.7530711116838793,0.4545454545454546
expect,regard something as probable or likely,4,-4.4029129313418744,-4.652137034063241,0.0
entire,constituting the full quantity or extent; complete,5,-4.944561439488227,-5.284011987508413,0.0
forever,for a limitless time; ; - P.P.Bliss,2,-4.264950984887826,-4.264950984887826,0.0
cause,"give rise to; cause to happen or occur, not always intentionally",7,-4.115423445285077,-4.019191457228289,0.0
guard,a person who keeps watch over something or someone,5,-3.2616794085477423,-3.264934231080262,0.0
broke,lacking funds,2,-4.6316582681926235,-4.6316582681926235,0.0
killer,someone who causes the death of a person or animal,5,-3.6890812951471794,-3.5900404074690657,0.0
soldier,an enlisted man or woman who serves in an army,5,-4.002253945744405,-3.9797799958747238,0.0
history,the aggregate of past events,3,-4.0625516910241615,-4.0625516910241615,0.33333333333333337
enemy,an opposing military force,3,-4.56005041477806,-4.262592656435977,0.0
middle,an area that is approximately central within some larger region,5,-4.575276925332675,-4.542213109298255,0.0
forgive,stop blaming or grant forgiveness,4,-4.413252115226327,-4.715114449012521,0.0
group,any number of entities (members) considered as a unit,5,-4.328491018522156,-4.2037817655299525,0.0
detective,a police officer who investigates crimes,4,-4.060935458656851,-3.9040415992507884,0.0
swear,utter obscenities or profanities,3,-5.92681361906162,-6.209505107359269,0.0
area,a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography),13,-4.70430803847145,-4.604195444356881,0.07692307692307687
killing,an event that causes someone to die,4,-3.7651091820497644,-3.754950931977822,0.0
terrible,causing fear or dread or terror,4,-4.605031497836272,-4.452839375350397,0.0
near,not far distant in time or space or degree or circumstances,6,-3.9803736111417227,-4.217729725371802,0.0
seat,a space reserved for sitting (as in a theater or on a train or airplane),6,-4.353098045108092,-4.350966038672796,0.0
across,to the opposite side,2,-4.155850780295452,-4.155850780295452,0.0
completely,to a complete degree or to the full or entire extent (`whole' is often used informally for `wholly'),10,-4.295835698044258,-4.178714459362965,0.09999999999999998
club,a team of professional baseball players who play and travel together,7,-4.0420107298470525,-4.287611808428143,0.0
anywhere,at or in or to any place; ; (`anyplace' is used informally for `anywhere'),5,-4.073043586977949,-3.7407320574521714,0.19999999999999996
seriously,in a serious manner,2,-4.222695851729602,-4.222695851729602,0.0
peter,disciple of Jesus and leader of the Apostles; regarded by Catholics as the vicar of Christ on earth and first Pope,11,-4.544328144897551,-4.777158190730353,0.0
dangerous,involving or causing danger or risk; liable to hurt or harm,7,-4.4194802147436,-4.2306933574099865,0.0
totally,to a complete degree or to the full or entire extent (`whole' is often used informally for `wholly'),10,-4.295835698044258,-4.178714459362965,0.09999999999999998
decided,"reach, make, or come to a decision about something",5,-3.263594756832865,-2.8393400726377687,0.0
film,a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement,11,-4.529426781084447,-4.565534587184918,0.0
field,a piece of land cleared of trees and usually enclosed,6,-3.9112417731126548,-3.912198263647992,0.16666666666666663
attention,the process whereby a person concentrates on some features of the environment to the (relative) exclusion of others,8,-4.4537880253556965,-4.697516319169935,0.125
plane,an aircraft that has a fixed wing and is powered by propellers or jets,6,-4.881850749194417,-4.835327923330039,0.0
surprise,cause to be surprised,2,-4.027094356362134,-4.027094356362134,0.0
offer,"make available or accessible, provide or furnish",5,-4.797081703092298,-4.652484427437486,0.0
space,the unlimited expanse in which everything is located,4,-4.940645667332553,-5.263600086668003,0.0
position,the particular portion of space occupied by something,5,-4.435942275633906,-4.527620364946415,0.0
fair,free from favoritism or self-interest or bias or deception; conforming with established standards or rules,9,-4.936465032653203,-5.077604523117138,0.2222222222222222
clothes,clothing in general,2,-4.456124112020019,-4.456124112020019,0.0
single,being or characteristic of a single thing or person,4,-3.9698670272998804,-3.813635380740152,0.0
grunt,"issue a grunting, low, animal-like noise",5,-4.182480491408811,-4.172995456710156,0.19999999999999996
goddamn,used as expletives,2,-3.4518834388451305,-3.4518834388451305,0.5
memory,something that is remembered,2,-3.0678079657506694,-3.0678079657506694,0.0
sun,the star that is the source of light and heat for the planets in the solar system,7,-4.174034372383474,-4.092485863289086,0.0
marry,take in marriage,2,-3.4081795327071465,-3.4081795327071465,0.0
instead,"in place of, or as an alternative to",2,-4.062223796888953,-4.062223796888953,0.0
join,become part of; become a member of a group or organization,6,-4.010366915147231,-3.9159878471871803,0.0
partner,a person's partner in marriage,3,-3.912835089975591,-4.042505687440608,0.0
list,a database containing an ordered array of items (names or topics),7,-4.5977339904944845,-5.006777305865927,0.0
christ,a teacher and prophet born in Bethlehem and active in Nazareth; his life and sermons form the basis for Christianity (circa 4 BC - AD 29),14,-4.8939373140697295,-4.941166848541992,0.0714285714285714
certainly,definitely or positively (`sure' is sometimes used informally for `surely'),7,-4.01522436834021,-3.9046826560959538,0.1428571428571429
ran,"move fast by using one's feet, with one foot off the ground at any given time",8,-3.4540592869552658,-3.5902066618455466,0.0
government,the organization that is the governing authority of a political unit,5,-4.722435893405478,-4.54712752197819,0.0
definitely,without question and beyond doubt,2,-3.7991508234930196,-3.7991508234930196,0.0
prison,a correctional institution where persons are confined while on trial or for punishment,6,-4.908013053604074,-4.882596796347695,0.0
accident,an unfortunate mishap; especially one causing damage or injury,6,-4.682847765272327,-4.513887272404646,0.0
talked,exchange thoughts; talk with,3,-3.5916182075380134,-3.0997212063999,0.0
paid,marked by the reception of pay,3,-4.494033702026409,-4.928812393417446,0.0
peace,the state prevailing during the absence of war,4,-4.51500247379147,-4.4124688071924,0.0
deep,relatively deep or strong; affecting one deeply,5,-4.548984269046249,-4.541557629334344,0.0
simple,having few parts; not complex or complicated or involved,4,-4.565316868909668,-4.482373062272761,0.0
patient,a person who requires medical care,4,-4.010168810395498,-3.9278439681692654,0.0
respect,(usually preceded by `in') a detail or point,4,-4.005403837887097,-4.212411506086151,0.25
smart,showing mental alertness and calculation and resourcefulness,5,-4.414738241555767,-4.6737321069948585,0.4
hide,prevent from being seen or discovered,3,-4.0967363158752255,-4.814619371590778,0.0
cat,feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats,11,-4.944510788682247,-4.837797887842394,0.0
queen,the only fertile female in a colony of social insects such as bees and ants and termites; its function is to lay eggs,11,-4.47926255611053,-4.6231406592095885,0.09090909090909094
lawyer,a professional person authorized to practice law; conducts lawsuits or gives legal advice,10,-4.366394155846335,-4.389747286779878,0.0
contact,close interaction,2,-4.579546387835909,-4.579546387835909,0.0
using,an act that exploits or victimizes someone (treats them unfairly),5,-4.577982717898943,-4.238712196006748,0.0
lovely,appealing to the emotions as well as the eye,4,-3.8593466109915155,-4.028458458763455,0.0
sitting,(photography) the act of assuming a certain position (as for a photograph or portrait),7,-4.496088072081795,-4.453360412133309,0.0
major,of greater importance or stature or rank,4,-4.6967901042291285,-4.93047450988497,0.0
joke,a humorous anecdote or remark intended to provoke laughter,6,-5.31856402558979,-5.353479067557366,0.0
mama,informal terms for a mother,3,-4.4697100343466465,-4.278896454562161,0.0
dollar,the basic monetary unit in many countries; equal to 100 cents,7,-4.4865333573036414,-4.667447837555009,0.0
scene,the place where some action occurs,3,-4.258546846663248,-4.115075052526635,0.0
relax,"become less tense, rest, or take one's ease",5,-3.9595692988279554,-3.808478267411871,0.0
girlfriend,any female friend,2,-3.7400630850772942,-3.7400630850772942,0.0
continues,"continue a certain state, condition, or activity",5,-4.1690486159469895,-4.170421307737795,0.0
spend,pass time in a specific way,4,-3.378903761409344,-2.831393652724325,0.25
personal,concerning or affecting a particular person or his or her private life and personality,7,-4.168341704729318,-4.391755626100548,0.0
trip,a journey for some purpose (usually including the return),5,-4.3760309564285045,-4.327172175913719,0.0
computer,a machine for performing calculations automatically,4,-4.8451381361006485,-5.01238272154089,0.0
share,assets belonging to or due to or contributed by an individual person or group,7,-4.4642659498116855,-4.358506875403394,0.0
normal,conforming with or constituting a norm or standard or level or type or social norm; not abnormal,9,-5.063609895123863,-5.3439176789534,0.0
fix,restore by replacing a part or putting together what is torn or broken,7,-4.04233608153706,-4.108286184357172,0.0
interesting,arousing or holding the attention,3,-4.4520291308036635,-4.033222735515255,0.0
saved,rescued; especially from the power and consequences of sin,5,-4.301813302517939,-4.424111074746808,0.0
decision,the act of making up your mind about something,4,-3.2264206286122334,-3.0905194367652693,0.0
fighting,the act of fighting; any contest or struggle,4,-4.257791198507937,-4.319410459617912,0.0
park,a large area of land preserved in its natural state as public property,8,-4.253577190722131,-4.214998711268597,0.0
forgot,dismiss from the mind; stop remembering,4,-4.244108761509675,-4.275972924731191,0.0
finished,(of materials or goods) brought to the desired final state,6,-4.000036849609422,-3.9846036636713547,0.0
ice,water frozen in the solid state,4,-4.130516608101214,-4.146597218044224,0.0
sing,deliver by singing,2,-4.3366676477923045,-4.3366676477923045,0.0
gold,coins made of gold,3,-3.8548096601617363,-4.074810729564035,0.0
gasp,"breathe noisily, as when one is exhausted",3,-4.951600262700898,-4.951600262700898,0.33333333333333337
truck,an automotive vehicle suitable for hauling,4,-5.373218147589396,-5.422880285972559,0.0
enjoy,derive or receive pleasure from; get enjoyment from; take pleasure in,7,-4.284908664013817,-4.096853701019034,0.0
mary,the mother of Jesus; Christians refer to her as the Virgin Mary; she is especially honored by Roman Catholics,10,-4.406411258226138,-4.541750205536431,0.0
missed,fail to perceive or to catch with the senses or the mind,5,-4.482821156481547,-4.54799268105628,0.0
gift,something acquired without compensation,3,-4.561103141843696,-5.394648691494569,0.0
lunch,a midday meal,2,-5.073470313121211,-5.073470313121211,0.0
art,the products of human creativity; works of art collectively,6,-4.5682478093747685,-4.349924777165991,0.0
wearing,(geology) the mechanical process of wearing or grinding something down (as by particles washing over it),8,-4.644626552485019,-4.728374458869179,0.0
fish,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,9,-4.9158044000412175,-4.740093410677907,0.2222222222222222
certain,definite but not specified or identified,3,-5.3763833558425675,-5.333596130828474,0.0
file,record in a public office or in a court of law,5,-3.8946010989573026,-3.8934726021739166,0.0
stopped,"come to a halt, stop moving",4,-3.443583348309019,-3.1945736803831304,0.0
bought,obtain by purchase; acquire by means of a financial transaction,6,-4.80699120530135,-5.197294761367516,0.0
shoe,footwear shaped to fit the foot (below the ankle) with a flexible upper of leather or plastic and a sole and heel of heavier material,13,-4.885751814594695,-4.851257507239487,0.0
sea,a division of an ocean or a large body of salt water partially enclosed by land,8,-4.325946435592728,-4.317326232567054,0.125
judge,determine the result of (a competition),3,-4.605958188899535,-4.579813234557538,0.0
forward,at or to or toward the front; ; ; ; (`forrad' and `forrard' are dialectal variations),5,-4.657759203204455,-4.657759203204455,0.6
suit,a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color,10,-4.713538123553571,-4.938565734816401,0.09999999999999998
dress,a one-piece garment for a woman; has skirt and bodice,5,-4.578956778682513,-4.938565734816401,0.4
proud,feeling self-respect or pleasure in something by which you measure your self-worth; or being a reason for pride,8,-3.84105561240349,-3.8678558654599975,0.25
third,coming next after the second and just before the fourth in position,5,-3.576804799351657,-3.4408965536336344,0.0
scream,utter a sudden loud cry,4,-4.481836716650476,-4.415035759243349,0.0
begin,take the first step or steps in carrying out an action,6,-3.604671989808544,-3.819924750508809,0.0
sake,a reason for wanting something done,4,-2.733323837447505,-2.6837459287957763,0.0
planet,"(astronomy) any of the nine large celestial bodies in the solar system that revolve around the sun and shine by reflected light; Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune, and Pluto in order of their proximity to the sun; viewed from the constellation Hercules, all the planets rotate around the sun in a counterclockwise direction",31,-4.865856839264972,-5.032613581450841,0.032258064516129004
burn,destroy by fire,2,-3.8921176574169367,-3.8921176574169367,0.0
ben,a mountain or tall hill,3,-4.324171699687621,-4.279359469123147,0.0
standing,social or financial or professional status or reputation,5,-4.6056105558195215,-4.658585837158545,0.0
bear,have,0,,,1.0
mess,a state of confusion and disorderliness,3,-4.436187305057924,-4.436187305057924,0.33333333333333337
english,of or relating to or characteristic of England or its culture or people,5,-4.56864661944958,-4.680770523767346,0.0
america,North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776,19,-4.579897903104979,-4.4335530340747,0.10526315789473684
fell,cause to fall by or as if by delivering a blow,4,-4.071924639039273,-3.9781927450289194,0.0
lieutenant,a commissioned military officer,3,-4.588104422333793,-4.262592656435977,0.0
pleasure,a fundamental feeling that is hard to define but that people desire to experience,7,-4.110424737764415,-4.18397630000339,0.0
relationship,"a relation between people; (`relationship' is often used where `relation' would serve, as in `the relationship between inflation and unemployment', but the preferred usage of `relationship' is for human relations or states of relatedness)",17,-4.494520098967417,-4.263210348307874,0.05882352941176472
rich,possessing material wealth,3,-4.876575996224826,-4.951529122092373,0.0
paul,United States feminist (1885-1977),3,-4.620508612009384,-4.323541482777782,0.0
slow,not moving quickly; taking a comparatively long time,6,-3.1873404545772455,-3.1557252842055714,0.16666666666666663
holy,a sacred place of pilgrimage,3,-4.562310189563374,-4.758413632188368,0.0
quickly,with rapid movements,2,-4.8402063729083675,-4.8402063729083675,0.0
church,one of the groups of Christians who have their own beliefs and forms of worship,5,-4.41190773174595,-4.31383448144489,0.19999999999999996
private,confined to particular persons or groups or providing privacy,6,-4.606908781654982,-4.59005239619195,0.0
hole,an opening into or through something,2,-3.1297136504425476,-3.1297136504425476,0.0
doubt,the state of being unsure of something,3,-4.151430292005838,-3.773182638988441,0.0
agree,be in accord; be in agreement,2,-5.164127229897719,-5.164127229897719,0.0
bomb,an explosive device fused to explode under specific conditions,6,-4.719216605153829,-4.730246722532345,0.0
carry,"move while supporting, either in a vehicle or in one's hands or on one's body",5,-3.7501993947448837,-3.567574904535582,0.0
green,of the color between blue and yellow in the color spectrum; similar to the color of fresh grass,9,-4.512954268826175,-4.287973604664366,0.0
grunting,"issue a grunting, low, animal-like noise",5,-4.182480491408811,-4.172995456710156,0.19999999999999996
drunk,stupefied or excited by a chemical substance (especially alcohol),6,-4.601301594483308,-4.686521472697453,0.16666666666666663
bell,a hollow device made of metal that makes a ringing sound when struck,8,-3.9745961693373975,-4.134703842698812,0.0
marriage,the state of being a married couple voluntarily joined for life (or until divorce),7,-4.098997789326222,-4.041564041640987,0.0
ray,a column of light (as from a beacon),3,-4.582776805367161,-4.933913733307699,0.0
james,a Stuart king of Scotland who married a daughter of Henry VII; when England and France went to war in 1513 he invaded England and died in defeat at Flodden (1473-1513),16,-4.170065149054818,-4.275604900732947,0.125
wind,air moving (sometimes with considerable force) from an area of high pressure to an area of low pressure,11,-4.0444704240435065,-4.024378745159661,0.0
track,a line or route along which something travels or moves,5,-3.7206991475869864,-3.6218360690416347,0.0
interested,having or showing interest; especially curiosity or fascination or concern,6,-4.491444523404595,-4.281960751129772,0.0
store,a mercantile establishment for the retail sale of goods or services,6,-4.378618144910621,-4.423350597081661,0.16666666666666663
asshole,insulting terms of address for people who are stupid or irritating or ridiculous,7,-4.318986848108609,-4.278896454562161,0.0
harry,annoy continually or chronically,3,-5.691256494276651,-5.691256494276651,0.33333333333333337
broken,physically and forcibly separated into pieces or cracked or split,6,-4.750125338382683,-4.672566258396652,0.0
tough,not given to gentleness or sentimentality,3,-4.573285477933915,-4.573285477933915,0.33333333333333337
mission,an organization of missionaries in a foreign land sent to carry on religious work,8,-4.289186654354055,-4.289610682743129,0.0
afternoon,the part of the day between noon and evening,3,-3.154584022378313,-3.0098319698434177,0.0
within,on the inside,0,,,1.0
teach,impart skills or knowledge to,3,-5.06267231950441,-4.509867041391834,0.0
island,a land mass (smaller than a continent) that is surrounded by water,6,-4.393837184113657,-4.247596373421839,0.0
