lemma,definition,count
reniform,(of a leaf or bean shape) resembling the shape of kidney,14865
glabella,a smooth prominence of the frontal bone between and above the eyebrows; the most forward projecting point of the forehead in the midline at the level of the supraorbital ridges,14862
volcanically,by or like volcanoes,14862
didelphis,type genus of the family Didelphidae,14857
parricide,someone who kills his or her parent,14856
hypercalcaemia,the presence of abnormally high levels of calcium in the blood; usually the result of excessive bone resorption in hyperparathyroidism or Paget's disease,14856
ullage,the amount that a container (as a wine bottle or tank) lacks of being full,14854
penter,closely confined,14853
disembowel,remove the entrails of,14848
lorded,make a lord of someone,14846
grandness,a prominent status,14845
watercolorist,a painter who paints with watercolors,14845
nullifier,an advocate of nullification; someone who believes that a state can resist federal laws,14843
aztecan,the Uto-Aztecan language spoken by the Aztec,14843
wounder,put in a coil,14843
reproves,take to task,14839
strewing,the act of scattering,14837
duse,Italian actress best known for her performances in tragic roles (1858-1924),14836
cocytus,(Greek mythology) a river in Hades that was said to be a tributary of the Acheron,14836
creatin,an amino acid that does not occur in proteins but is found in the muscle tissue of vertebrates both in the free form and as phosphocreatine; supplies energy for muscle contraction,14835
zigzagged,travel along a zigzag path,14832
racier,full of zest or vigor,14828
prosperously,in the manner of prosperous people,14823
specializer,an expert who is devoted to one occupation or branch of learning,14820
propounds,"put forward, as of an idea",14820
juglandaceae,trees having usually edible nuts: butternuts; walnuts; hickories; pecans,14818
reconquered,conquer anew,14818
curtsied,bend the knees in a gesture of respectful greeting,14815
straggle,wander from a direct or straight course,14812
mussy,dirty and disorderly,14809
simoleons,informal terms for money,14808
recreant,an abject coward,14804
ruckle,"make a hoarse, rattling sound",14800
gynarchy,a political system governed by a woman,14795
commelinaceae,large widely distributed family of chiefly perennial herbs or climbers: spiderworts,14794
mewing,cry like a cat,14793
incontrovertibly,in an obvious and provable manner,14791
expiated,make amends for,14791
bionomics,the branch of biology concerned with the relations between organisms and their environment,14788
apportionable,capable of being distributed,14786
thyroxin,hormone produced by the thyroid glands to regulate metabolism by controlling the rate of oxidation in cells,14785
blustered,"blow hard; be gusty, as of wind",14783
whapping,hit hard,14781
palaeobotany,the study of fossil plants,14780
lambast,beat with a cane,14780
imputable,capable of being assigned or credited to,14773
outwits,beat through cleverness and wit,14773
prexy,the head administrative officer of a college or university,14771
callouses,make insensitive or callous; deaden feelings or morals,14769
crookedness,a tortuous and twisted shape or position,14767
qabala,an esoteric or occult matter resembling the Kabbalah that is traditionally secret,14762
perejil,a small uninhabited Mediterranean islet claimed by both Morocco and Spain,14760
evicts,expel or eject without recourse to legal process,14760
hydroplaning,glide on the water in a hydroplane,14760
unselfconscious,not self-conscious,14758
azotemia,accumulation in the blood of nitrogenous waste products (urea) that are usually excreted in the urine,14758
sanguinaria,one species: bloodroot,14757
americanize,make American in character,14757
praya,colonial siphonophore of up to 130 ft long,14755
coarsened,made coarse or crude by lack of skill,14755
deformational,relating to or causing change in either shape or size of a material body or geometric figure,14753
manured,"spread manure, as for fertilization",14751
seiurus,ovenbirds and water thrushes,14749
candelabrum,branched candlestick; ornamental; has several lights,14747
bifid,divided into two lobes,14746
angevine,a resident of Anjou,14745
mannikin,a person who is very small but who is not otherwise deformed or abnormal,14744
bareness,a bleak and desolate atmosphere,14744
novocain,procaine administered as a hydrochloride (trade name Novocain),14742
shamefaced,extremely modest or shy; - H.O.Taylor,14741
spoilsport,someone who spoils the pleasure of others,14733
bittering,make bitter,14730
puku,an African antelope closely related to the waterbuck,14725
uropathy,any pathology of the urinary tract,14723
alisma,small genus of aquatic or semiaquatic plants,14723
perspicuity,clarity as a consequence of being perspicuous,14720
denouncement,a public act of denouncing,14717
lxxxvii,being seven more than eighty,14717
visitant,someone who visits,14715
voracity,excessive desire to eat,14712
dogshit,obscene words for unacceptable behavior,14711
papilionoideae,alternative name used in some classification systems for the family Papilionaceae,14711
bubulcus,small white egrets,14709
rapees,force (someone) to have sex against their will,14708
falanga,a form of torture in which the soles of the feet are beaten with whips or cudgels,14707
whored,work as a prostitute,14707
brecciated,form into breccia,14706
dissolvable,capable of dissolving,14706
telemeter,any scientific instrument for observing events at a distance and transmitting the information back to the observer,14705
trichechus,type and sole genus of the Trichechidae,14704
emended,make improvements or corrections to,14700
judder,shake or vibrate rapidly and intensively,14700
dotterel,rare plover of upland areas of Eurasia,14700
kelter,in working order,14695
orrisroot,fragrant rootstock of various irises especially Florentine iris; used in perfumes and medicines,14694
dagestani,an ethnic minority living on the Caspian Sea in southwestern Russia and Azerbaijan,14691
puckish,naughtily or annoyingly playful,14691
permissibly,in a permissible manner,14690
viraemia,the presence of a virus in the blood stream,14690
loyang,a city in east central China; the capital of ancient China during several dynasties,14690
succinctness,terseness and economy in writing and speaking achieved by expressing a great deal in just a few words,14690
interbred,breed animals or plants using parents of different races and varieties,14689
parentless,having no parent or parents or not cared for by parent surrogates,14689
thomism,the comprehensive theological doctrine created by Saint Thomas Aquinas in the 13th century and still taught by the Dominicans,14687
chunga,Argentinian Cariama,14685
guer,of or related to the genital and urinary organs or their functions,14683
hungriest,feeling hunger; feeling a need or desire to eat food,14682
trebling,sing treble,14681
cushitic,a group of languages spoken in Ethiopia and Somalia and northwestern Kenya and adjacent regions,14680
universalizing,make universal,14679
chaenomeles,flowering quince,14679
chancre,a small hard painless nodule at the site of entry of a pathogen (as syphilis),14678
dogcart,a cart drawn by a dog,14677
gleans,"gather, as of natural products",14676
certhia,type genus of the Certhiidae,14676
soulfulness,deep feeling or emotion,14672
yellowness,yellow color or pigment; the chromatic color resembling the hue of sunflowers or ripe lemons,14672
topdressing,scatter manure or fertilizer over (land),14671
jocund,full of or showing high-spirited merriment; ; - Wordsworth,14667
unutterably,to an inexpressible degree,14666
scaffolded,provide with a scaffold for support,14664
chapterhouse,a building attached to a monastery or cathedral; used as a meeting place for the chapter,14663
tambocor,oral antiarrhythmic medication (trade name Tambocor) used as a last resort in treating arrhythmias; increases the risk of sudden death in heart attack patients,14663
donatist,an adherent of Donatism,14655
perfluorocarbon,a powerful greenhouse gas emitted during the production of aluminum,14655
brahmanism,the religious and social system of orthodox Hinduism,14654
cnemidophorus,whiptails,14654
gasherbrum,"a mountain in northern Kashmir (26,470 feet high)",14653
inextinguishable,difficult or impossible to extinguish,14650
foregoes,be earlier in time; go back further,14649
esotropia,strabismus in which one or both eyes turn inward toward the nose,14649
intersperses,place at intervals in or among,14649
misstating,state something incorrectly,14645
cretinism,severe hypothyroidism resulting in physical and mental stunting,14643
quietened,become quiet or quieter,14642
oxonian,a native or resident of Oxford,14641
paries,(anatomy) a layer (a lining or membrane) that encloses a structure,14640
embrocation,a medicinal liquid that is rubbed into the skin to relieve muscular stiffness and pain,14638
danceing,move in a graceful and rhythmical way,14638
borago,perennial herbs of the Mediterranean region,14634
betokened,be a signal for or a symptom of,14634
lysogenic,of or relating to lysogeny,14630
gulyas,a rich meat stew highly seasoned with paprika,14629
tenderize,"make tender or more tender as by marinating, pounding, or applying a tenderizer",14629
bequeaths,leave or give by will after one's death,14628
myelomeningocele,a congenital defect of the central nervous system in which a sac containing part of the spinal cord and its meninges protrude through a gap in the vertebral column; frequently accompanied by hydrocephalus and mental retardation,14626
hawed,utter `haw',14625
romanticised,interpret romantically,14625
indefatigably,with indefatigable energy,14620
habited,put a habit on,14617
scrutinises,"to look at critically or searchingly, or in minute detail",14614
aristotelianism,(philosophy) the philosophy of Aristotle that deals with logic and metaphysics and ethics and poetics and politics and natural science,14613
sympathising,share the feelings of; understand the sentiments of,14611
dionaea,a genus of the family Droseraceae,14606
googolplex,a cardinal number represented as 1 followed by a googol of zeros (ten raised to the power of a googol),14604
peccadillo,a petty misdeed,14604
polygonia,comma butterflies,14603
luciferin,pigment occurring in luminescent organisms (as fireflies); emits heatless light when undergoing oxidation,14603
angulated,make or become angular,14602
flickertail,of sagebrush and grassland areas of western United States and Canada,14601
placekicker,(football) a kicker who makes a place kick for a goal,14601
faqir,a Muslim or Hindu mendicant monk who is regarded as a holy man,14600
nuttier,having the flavor of nuts,14600
masquer,a participant in a masquerade,14598
disillusioning,freeing from illusion or false belief,14594
parcelled,divide into parts,14594
cubbyhole,a small compartment,14594
exiling,expel from a country,14592
industrialising,organize (the production of something) into an industry,14591
krait,brightly colored venomous but nonaggressive snake of southeastern Asia and Malay peninsula,14590
graspable,capable of being apprehended or understood,14589
entreats,ask for or request earnestly,14586
assuaging,cause to be more favorably inclined; gain the good will of,14584
arduously,in an arduous manner,14582
expansible,able to expand or be expanded,14581
conciliated,cause to be more favorably inclined; gain the good will of,14579
clericalism,a policy of supporting the influence and power of the clergy in secular or political matters,14578
foeman,an armed adversary (especially a member of an opposing military force),14575
confute,prove to be false,14575
monstera,any plant of the genus Monstera; often grown as houseplants,14574
muezzin,the Muslim official of a mosque who summons the faithful to prayer from a minaret five times a day,14574
sideswiped,strike from the side,14572
amputating,remove surgically,14571
northest,situated in or facing or moving toward or coming from the north,14570
brainier,having or marked by unusual and impressive intelligence,14568
varan,any of various large tropical carnivorous lizards of Africa and Asia and Australia; fabled to warn of crocodiles,14567
overcompensation,(psychiatry) an attempt to overcome a real or imagined defect or unwanted trait by overly exaggerating its opposite,14563
unexpectedness,extraordinariness by virtue of being unexpected,14560
unenforced,not enforced; not compelled especially by legal or police action,14558
permutes,change the order or arrangement of,14557
derogated,cause to seem less serious; play down,14556
asimina,pawpaw,14555
defaces,mar or spoil the appearance of,14551
iodothyronine,thyronine with iodine added,14549
econometrician,an economist who uses statistical and mathematical methods,14548
fusty,stale and unclean smelling,14545
tined,plate with tin,14541
rathskeller,a tavern below street level featuring beer; originally a German restaurant in the basement of city hall,14537
tensiometer,a measuring instrument for measuring the moisture content of soil,14535
legitimates,make legal,14535
roadworthiness,(of motor vehicles) the quality of being fit to drive on the open road,14533
enfranchise,grant freedom to; as from slavery or servitude,14532
wheedling,the act of urging by means of teasing or flattery,14531
iberis,Old World herbs and subshrubs: candytuft,14526
incertitude,the state of being unsure of something,14524
gantrisin,a sulfonamide (trade name Gantrisin) used to treat infections of the urinary tract,14521
capful,the quantity that a cap will hold,14521
enunciates,"speak, pronounce, or utter in a certain way",14521
requital,a justly deserved penalty,14521
coyness,the affectation of being demure in a provocative way,14519
criminate,bring an accusation against; level a charge against,14517
grooviest,very good,14514
drub,beat thoroughly and conclusively in a competition or fight,14509
informatively,in an informative manner,14506
gomphrena,genus of tropical herbs or subshrubs having flowers in close heads; tropical America and Australia,14506
cognomen,a familiar name for a person (often a shortened version of a person's given name),14504
canonised,treat as a sacred person,14503
mantling,"spread over a surface, like a mantle",14502
tetrao,type genus of the Tetraonidae: capercaillies,14502
unpasteurised,not having undergone pasteurization,14501
miscalculate,judge incorrectly,14501
phytophagous,(of animals) feeding on plants,14498
snoek,"a large marine food fish common on the coasts of Australia, New Zealand, and southern Africa",14498
extenuate,lessen or to try to lessen the seriousness or extent of,14498
rejigs,re-equip a factory or plant,14497
unspecialized,not specialized or modified for a particular purpose or function,14497
underframe,the internal supporting structure that gives an artifact its shape,14496
flies,(theater) the space over the stage (out of view of the audience) used to store scenery (drop curtains),14495
submerges,sink below the surface; go under or as if under water,14494
xcvi,being six more than ninety,14492
summarisation,the act of preparing a summary (or an instance thereof); stating briefly and succinctly,14489
cestoda,tapeworms,14489
flaminius,Roman statesman and general who built the Flaminian Way; died when he was defeated by Hannibal (died 217 BC),14485
gloomiest,depressingly dark,14484
corralling,enclose in a corral,14483
weensy,(used informally) very small,14481
nubble,a small lump or protuberance,14478
overfeed,feed excessively,14477
duplexed,change into a duplex,14477
disinherit,prevent deliberately (as by making a will) from inheriting,14475
thelypteris,marsh ferns: in some classification systems considered part of genus Dryopteris in family Dryopteridaceae,14475
osteophyte,small abnormal bony outgrowth,14474
impermeability,the property of something that cannot be pervaded by a liquid,14474
lepiota,any fungus of the genus Lepiota,14474
wangle,achieve something by means of trickery or devious methods,14473
doggedness,persistent determination,14471
tolbooth,a booth at a tollgate where the toll collector collects tolls,14471
roughen,make rough or rougher,14470
gingerroot,pungent rhizome of the common ginger plant; used fresh as a seasoning especially in Asian cookery,14466
plutocratic,of or relating to or characteristic of a plutocrat,14466
towline,(nautical) a rope used in towing,14466
coragyps,a genus of Cathartidae,14465
calomel,a tasteless colorless powder used medicinally as a cathartic,14464
diuril,a diuretic drug (trade name Diuril) used in the treatment of edema and hypertension,14463
undisputedly,in an unarguable and undisputed manner,14460
thessalian,a native or inhabitant of Thessaly,14459
repossessing,claim back,14458
interposes,be or come between,14456
quiesce,become quiet or quieter,14452
pratincole,Old World shorebird with long pointed wings and short legs; closely related to the coursers,14452
relentlessness,mercilessness characterized by an unwillingness to relent or let up,14448
bagful,the quantity that a bag will hold,14448
forer,situated at or toward the bow of a vessel,14448
radiolarian,protozoa with amoeba-like bodies and radiating filamentous pseudopods,14448
zinzendorf,German theologian (1700-1760),14445
connoted,express or state indirectly,14444
calcific,involving or resulting from calcification,14443
osmund,any fern of the genus Osmunda: large ferns with creeping rhizomes; naked sporangia are on modified fronds that resemble flower clusters,14443
ensnaring,take or catch as if in a snare or trap,14442
disquietude,feelings of anxiety that make you tense and irritable,14441
summering,spend the summer,14440
atomize,spray very finely,14439
brutalization,the condition of being treated in a cruel and savage manner,14438
brambling,Eurasian finch,14431
centriole,one of a pair of small cylindrical cell organelles near the nucleus in animal cells; composed of nine triplet microtubules and form the asters during mitosis,14429
trachurus,the scads (particularly horse mackerels),14429
calculative,used of persons,14426
cappadocian,of or pertaining to Cappadocia or its people or culture,14425
unnerves,disturb the composure of,14424
lythraceae,herbs and shrubs and small trees with pink or purple flowers,14421
anorthite,rare plagioclastic feldspar occurring in many igneous rocks,14421
wineberry,raspberry of China and Japan having pale pink flowers grown for ornament and for the small red acid fruits,14420
shimmying,tremble or shake,14419
gondi,a Dravidian language spoken by the Gond in south central India,14415
souchong,a fine quality of black tea native to China,14415
vitalism,(philosophy) a doctrine that life is a vital principle distinct from physics and chemistry,14415
mithraic,of or relating to Mithraism or its god,14414
careerism,the practice of advancing your career at the expense of your personal integrity,14410
phasianus,type genus of the Phasianidae: the typical pheasants,14408
cherepovets,a city of east central Russia to the north of Moscow,14407
bayed,utter in deep prolonged tones,14407
megakaryocytic,of or pertaining to large bone marrow cells,14407
nightrider,member of a secret mounted band in United States South after the American Civil War; committed acts of intimidation and revenge,14406
highfalutin,affectedly genteel,14405
steamroll,bring to a specified state by overwhelming force or pressure,14405
anile,of or like a feeble old woman,14401
pedicured,"care for one's feet by cutting and shaping the nails, etc.",14401
uncommercial,not conducive to commercial success; - H.E.Clurman,14400
microvolt,a unit of potential equal to one millionth of a volt,14400
pedalled,ride a bicycle,14398
artilleryman,a serviceman in the artillery,14398
pessimistically,with pessimism; in a pessimistic manner,14396
njord,(Norse mythology) chief of the Vanir; god of the sea and winds and prosperity; father of Frey and Freya; sometimes subsumes Teutonic Nerthus,14394
miosis,(genetics) cell division that produces reproductive cells in sexually reproducing organisms; the nucleus divides into four nuclei each containing half the chromosome number (leading to gametes in animals and spores in plants),14394
precociously,in a precocious manner,14394
shushing,silence (someone) by uttering `shush!',14391
frigga,(Norse mythology) goddess of the heavens and married love; wife of Odin,14389
deputise,act as a substitute,14388
expatriated,expel from a country,14388
refection,a light meal or repast,14387
reseated,provide with a new seat,14386
semiprofessional,an athlete who plays for pay on a part-time basis,14386
mashi,a Bantu language,14383
arborescent,resembling a tree in form and branching structure,14380
unfading,of an imaginary flower that never fades,14378
adenium,one species: succulent shrub or tree of tropical Africa and Arabia,14377
mismanage,manage badly or incompetently,14377
bigamist,someone who marries one person while already legally married to another,14377
innocency,an innocent quality or thing or act,14376
computees,make a mathematical calculation or computation,14375
countersignature,a second confirming signature endorsing a document already signed,14375
bonked,have sexual intercourse with,14366
manichaeism,a religion founded by Manes in the third century; a synthesis of Zoroastrian dualism between light and dark and Babylonian folklore and Buddhist ethics and superficial elements of Christianity; spread widely in the Roman Empire but had largely died out by 1000,14365
petrous,(of bone especially the temporal bone) resembling stone in hardness,14364
vitalized,give life to,14364
apodemus,Old World field mice,14364
centaurium,genus of low-growing herbs mostly of northern hemisphere having flowers with protruding spirally twisted anthers,14364
compendious,briefly giving the gist of something,14363
morosely,in a morose manner,14363
najd,a central plateau region of the Arabian Peninsula; formerly an independent sultanate until 1932 when it united with Hejaz to form the Kingdom of Saudi Arabia,14360
mephenytoin,a toxic anticonvulsant drug (trade name Mesantoin) used in the treatment of epilepsy when less toxic anticonvulsants have been ineffective,14360
tastefulness,elegance indicated by good taste,14359
precursory,warning of future misfortune,14355
aleatory,dependent on chance,14355
waylay,wait in hiding to attack,14354
freakiest,strange and somewhat frightening,14354
simoniz,a brand of car polish,14349
opsonized,make (cells) more susceptible to the action of phagocytes,14347
leftish,tending toward the political left,14336
pitilessly,without pity; in a merciless manner,14335
troat,emit a cry intended to attract other animals; used especially of animals at rutting time,14335
guzzled,drink greedily or as if with great thirst,14334
reimpose,impose anew,14333
pattered,rain gently,14333
fruiterer,a person who sells fruit,14333
browbeating,be bossy towards,14332
immunocompetence,the ability to develop an immune response following exposure to an antigen,14330
flater,"having a surface without slope, tilt in which no part is higher or lower than another",14329
tragopan,brilliantly colored Asian pheasant having wattles and two fleshy processes on the head,14326
subtends,"be opposite to; of angles and sides, in geometry",14326
solderer,a worker who joins or mends with solder,14324
shirtwaist,a blouse with buttons down the front,14323
airlifting,fly people or goods to or from places not accessible by other means,14322
barde,put a caparison on,14315
lymphopenia,an abnormally small number of lymphocytes in the circulating blood,14311
arbitrates,act between parties with a view to reconciling differences,14310
nyctaginaceae,a family of flowering plants of the order Caryophyllales,14310
diaphoresis,the process of the sweat glands of the skin secreting a salty fluid,14308
metasequoia,large fast-growing Chinese monoecious tree having flat bright-green deciduous leaves and small globular cones; commonly cultivated in United States as an ornamental; known as a fossil before being discovered in China,14307
hypophysectomized,remove the pituitary glands,14307
copartnership,a partnership in which employees get a share of the profits in addition to their wages,14305
narcan,a potent narcotic antagonist (trade name Narcan) especially effective with morphine,14305
conyza,common American weed or wildflower,14303
cogitate,consider carefully and deeply; reflect upon; turn over in one's mind,14302
scrams,leave immediately; used usually in the imperative form,14301
isatis,Old World genus of annual to perennial herbs: woad,14298
overproduce,produce in excess; produce more than needed or wanted,14296
uncomplaining,not complaining,14296
propinquity,the property of being close together,14296
unthankful,not feeling or showing gratitude; ; - Shakespeare,14290
countervail,compensate for or counterbalance,14290
paining,cause bodily suffering to and make sick or indisposed,14287
formalises,make formal or official,14286
silenus,any of the minor woodland deities who were companions of Dionysus (similar to the satyrs),14284
busies,keep busy with,14283
smuggles,import or export without paying customs duties,14283
molests,harass or assault sexually; make indecent advances to,14276
calisthenic,of or relating to calisthenics,14273
pillowed,rest on or as if on a pillow,14271
ultracentrifuge,a high speed centrifuge used to determine the relative molecular masses of large molecules in high polymers and proteins,14270
mysis,type genus of the family Mysidae,14267
rampantly,in an uncontrolled and rampant manner,14266
chloromycetin,an oral antibiotic (trade name Chloromycetin) used to treat serious infections (especially typhoid fever),14264
posthouse,an inn for exchanging post horses and accommodating riders,14263
subjacent,lying nearby but lower,14263
whiffed,perceive by inhaling through the nose,14261
desexed,make infertile,14260
leonurus,genus of stout Old World herbs having flowers in whorls,14259
courtes,make amorous advances towards,14255
phthisis,involving the lungs with progressive wasting of the body,14251
insolubility,the property (of a problem or difficulty) that makes it impossible to solve,14250
archaism,the use of an archaic expression,14250
physeter,type genus of the Physeteridae,14241
ungoverned,not restrained or controlled,14232
lacerate,cut or tear irregularly,14228
gliricidia,any of several small deciduous trees valued for their dark wood and dense racemes of nectar-rich pink flowers grown in great profusion on arching branches; roots and bark and leaves and seeds are poisonous,14228
cottoned,take a liking to,14226
circumscribes,draw a line around,14226
draftsmanship,the creation of artistic pictures or diagrams,14226
seclude,keep away from others,14224
pretentiously,in a pretentious manner,14218
annwn,(Welsh mythology) the other world; land of fairies,14217
wormlike,totally submissive,14215
institutionalizes,cause to be admitted; of persons to an institution,14215
imploringly,in a beseeching manner,14213
teleselling,the use of the telephone as an interactive medium for promotion and sales,14211
chunkier,like or containing small sticky lumps,14211
ninefold,having nine units or components,14206
belaboring,to work at or to absurd length,14206
unsuspicious,not suspicious,14205
wolfed,eat hastily,14205
picturesqueness,the quality of being strikingly expressive or vivid,14204
laconian,a resident of Laconia,14204
decamps,leave a camp,14204
enthralls,hold spellbound,14203
unresisting,offering no resistance; ; - Theodore Roosevelt,14199
footnoting,add explanatory notes to or supply with critical comments,14199
careing,feel concern or interest,14199
empathized,be understanding of,14197
liquidates,get rid of (someone who may be a threat) by killing,14196
castigates,censure severely,14194
suped,take solid or liquid food into the mouth a little at a time either by drinking or by eating with a spoon,14192
horsewoman,a woman horseman,14190
disentanglement,the act of releasing from a snarled or tangled condition,14188
canonize,declare (a dead person) to be a saint,14188
recanting,"formally reject or disavow a formerly held belief, usually under pressure",14187
rates,a local tax on property (usually used in the plural),14186
bickered,argue over petty things,14186
debarked,go ashore,14185
polarise,cause to vibrate in a definite pattern,14185
oblanceolate,(of a leaf shape) having a broad rounded apex and a tapering base,14184
harijan,belongs to lowest social and ritual class in India,14183
nibelungenlied,an epic poem written in Middle High German and based on the legends of Siegfried and Teutonic kings,14182
nelumbo,sometimes placed in the family Nymphaeaceae: lotuses,14182
presaging,indicate by signs,14180
tenderhearted,easily moved to love,14180
stellite,a very hard alloy of cobalt and chromium with cobalt as the principal ingredient; used to make cutting tools and for surfaces subject to heavy wear,14178
resoluteness,the trait of being resolute,14177
musingly,in a reflective manner,14176
orderer,someone who places an order to buy,14174
eleemosynary,generous in assistance to the poor,14172
lepidolite,a mineral of the mica group; an important source of lithium,14172
ulmaceae,"a dicot family of the order Urticales including: genera Ulmus, Celtis, Planera, Trema",14172
redlined,discriminate in selling or renting housing in certain areas of a neighborhood,14171
unbolted,undo the bolt of,14171
backgrounded,understate the importance or quality of,14168
neotoma,packrats,14167
protract,lengthen in time; cause to be or last longer,14162
highjacked,take arbitrarily or by force,14162
reappraised,appraise anew,14159
disconcert,cause to feel embarrassment,14159
undergirded,lend moral support to,14156
satiates,fill to satisfaction,14154
cephalotus,one species: Australian pitcher plant,14154
laocoon,(Greek mythology) the priest of Apollo who warned the Trojans to beware of Greeks bearing gifts when they wanted to accept the Trojan Horse; a god who favored the Greeks (Poseidon or Athena) sent snakes who coiled around Laocoon and his two twin sons killing them,14153
underspending,"spend less than the whole of (a budget, for example)",14152
grumpier,annoyed and irritable,14150
scleranthus,small genus of Old World weedy prostrate annuals: knawel,14150
saceur,commanding officer of ACE; NATO's senior military commander in Europe,14149
hominoid,a primate of the superfamily Hominoidea,14145
choler,an irritable petulant feeling,14144
coccus,any spherical or nearly spherical bacteria,14144
antitype,a person or thing represented or foreshadowed by a type or symbol; especially a figure in the Old Testament having a counterpart in the New Testament,14144
militarize,"lend a military character to (a country), as by building up a military force",14142
untidiness,the condition of being untidy,14142
disbursal,amounts paid for goods and services that may be currently tax deductible (as opposed to capital expenditures),14141
carjacked,"take someone's car from him by force, usually with the intention of stealing it",14141
repulsing,force or drive back,14141
parentally,in a parental manner,14140
gammopathy,a disturbance in the synthesis of immunoglobulins; proteins having antibody activity increase greatly in the blood,14139
biophysicist,a physicist who applies the methods of physics to biology,14138
obfuscates,make obscure or unclear,14137
choosiest,difficult to please,14136
pinioned,bind the arms of,14136
skittered,to move about or proceed hurriedly,14134
hemic,relating to or containing or affecting blood,14132
tarrying,be about,14131
trueness,conformity to reality or actuality,14128
eisenstaedt,United States photographer (born in Germany) whose unposed documentary photographs created photojournalism (born in 1898),14128
hatless,not wearing a hat,14127
saintliness,the quality of resembling a saint,14127
wangler,a deceiver who uses crafty misleading methods,14124
homophonic,having the same sound,14123
commelina,any plant of the genus Commelina,14123
inefficacy,a lack of efficacy,14122
sidalcea,genus of showy plants of western North America having palmate leaves and variously colored racemose flowers,14118
caramelize,be converted into caramel,14116
finnic,one of two branches of the Finno-Ugric languages; a family of languages including Finnish and Estonian (but not Hungarian),14114
epigrammatic,terse and witty and like a maxim,14113
changeing,cause to change; make different; cause a transformation,14112
pachuco,a Mexican-American teenager who belongs to a neighborhood gang and who dresses in showy clothes,14112
snacked,eat a snack; eat lightly,14111
zori,a sandal attached to the foot by a thong over the toes,14109
jillion,a very large indefinite number (usually hyperbole),14107
exaggeratedly,in an exaggerated manner,14105
overstocking,stock excessively,14100
boded,indicate by signs,14099
fatest,having an (over)abundance of flesh,14098
melanoplus,New World migratory locusts and common American grasshoppers,14096
plassey,the victory in 1757 by the British under Clive over Siraj-ud-daula that established British supremacy over Bengal,14096
electroretinogram,a graphical recording of the electrical activity of the retina that results when light is flashed into the eye,14095
dallied,behave carelessly or indifferently,14095
digressive,of superficial relevance if any,14093
mydriasis,reflex pupillary dilation as a muscle pulls the iris outward; occurs in response to a decrease in light or certain drugs,14092
brager,exceptionally good,14091
distributees,"administer or bestow, as in small portions",14091
chocking,secure with chocks,14087
dethroning,remove a monarch from the throne,14087
cyanophyta,prokaryotic organisms sometimes considered a class or phylum or subkingdom; coextensive with the Cyanophyceae: cyanobacteria (blue-green algae),14086
lycopus,small genus of herbs of the mint family,14086
cupper,a cup of tea,14084
flounced,walk emphatically,14080
cicatrice,a mark left (usually on the skin) by the healing of injured tissue,14078
granduncle,an uncle of your father or mother,14075
mushed,drive (a team of dogs or a dogsled),14073
cleanthes,ancient Greek philosopher who succeeded Zeno of Citium as the leader of the Stoic school (300-232 BC),14071
overdoes,do something to an excessive degree,14071
indwells,"to exist as an inner activating spirit, force, or principle",14069
sylvilagus,North American rabbits,14068
conventionalized,make conventional or adapt to conventions,14068
soused,cover with liquid; pour liquid onto,14067
energises,raise to a higher energy level,14062
unanalyzed,not analyzed or broken down for detailed examination,14060
colza,Eurasian plant cultivated for its seed and as a forage crop,14059
coition,the act of sexual procreation between a man and a woman; the man's penis is inserted into the woman's vagina and excited until orgasm and ejaculation occur,14058
strigidae,a family of nocturnal birds of the order Strigiformes,14057
vespidae,an arthropod family of the order Hymenoptera including: yellow jackets; hornets; mason wasps,14056
vitalizer,someone who imparts energy and vitality and spirit to other people,14050
vassalage,the state of a serf,14049
scrunching,make a noise typical of an engine lacking lubricants,14049
overcall,(bridge) a bid that is higher than your opponent's bid (especially when your partner has not bid at all and your bid exceeds the value of your hand),14049
mesmerizes,"attract strongly, as if with a magnet",14048
pastern,the part between the fetlock and the hoof,14047
citrullus,a dicot genus of the family Cucurbitaceae including watermelons,14044
puddled,wade or dabble in a puddle,14042
pulverization,a solid substance in the form of tiny loose particles; a solid that has been pulverized,14042
cumulates,collect or gather,14038
dematerialized,become immaterial; disappear,14035
lumma,100 lumma equal 1 dram in Armenia,14035
macumba,(Brazil) followers of a religious cult of African origin,14032
snivel,whining in a tearful manner,14030
symbiotically,in a symbiotic manner,14030
irritative,(used of physical stimuli) serving to stimulate or excite,14030
pectic,of or relating to or derived from pectin,14026
bunted,hit a ball in such a way so as to make it go a short distance,14025
underclothing,undergarment worn next to the skin and under the outer garments,14024
designedly,with intention; in an intentional manner,14022
visken,an oral beta blocker (trade name Visken) used in treating hypertension,14021
geomorphologic,pertaining to geological structure,14021
rotifera,a phylum including: rotifers,14021
underpay,pay too little,14020
radiolucent,almost complete transparent to X-rays or other forms of radiation,14020
catmint,hairy aromatic perennial herb having whorls of small white purple-spotted flowers in a terminal spike; used in the past as a domestic remedy; strongly attractive to cats,14018
fress,eat a lot and without restraint,14017
toddled,walk unsteadily,14014
engraft,cause to grow together parts from different plants,14013
botaurus,bitterns,14013
postganglionic,beyond or distal to a ganglion (referring especially to the unmyelinated fibers that originate from cells in autonomic ganglia),14009
conciliating,cause to be more favorably inclined; gain the good will of,14008
cardium,type genus of the family Cardiidae: cockles,14006
immolate,offer as a sacrifice by killing or by giving up to destruction,14006
perirhinal,near the nose,14004
attempter,one who tries,14000
